id,name,space,neighborhood_overview,host_id,host_name,host_since,host_response_time,host_response_time_minutes_to_response,host_response_rate,host_neighbourhood,host_listings_count,neighbourhood,city,state,zipcode,market,country,property_type,room_type,accommodates,square_feet,price_night,cleaning_fee,availability_365,occupancy_rate,number_of_reviews,review_scores_value,calculated_host_listings_count,reviews_per_month,year_revenue,airbnb_commission,year_profit,greater_than_average
82748,Bright apt in central Amsterdam,"Stay in the very centre of Amsterdam on arguably the most beautiful canal of the city. The apartment with canal view (80 sq. m) is located in the old city between Rembrandt Square and Waterloo Square (the flea market). The quiet Groenburgwal hardly has any traffic (mostly cyclists and pedestrians). The Opera House, Hermitage Museum, Rembrandt House, Amsterdam Zoo (Artis), cafes, restaurants and major shopping street are around the corner. There are no noisy cafes or restaurants on the Groenburgwal itself; that's all within a few minutes walking distance (but not on your doorstep). You are near Nieuwmarkt underground station (1st from Central Station) and Waterlooplein underground station (2nd from Central Station) and tram stops. The 2-room apartment (on the 2nd floor in a 17th century listed building) has all amenities: central heating, fully equipped kitchen, digital TV, (free and secure) WIFI, stereo radio and CD player, washer/dryer, soap & shampoo, iron & ironing board. Bedroom (",,450453,Rudolf,3/19/11,within an hour,46,100%,Amsterdam Centrum,2,Amsterdam Centrum,Amsterdam,North Holland,1011,Amsterdam,Netherlands,Apartment,Entire home/apt,4,N/A,$235.00,$25.00,239,130.65,16,10,2,1.27,,,,0
83498,Single attic room for one person only,"This room is on the top floor of our guesthouse, that's why we call it the attic room. It's available for one person and only if our single room is not available anymore. The room is very basic, but has a comfortable bed. This is also the reason why it's cheaper than our other rooms.","The guesthouse is in the centre of Amsterdam, close to public transport and most of tourist spots of the city, like clubs, bars, restaurants, museums and shops.",124245,Edwin,5/13/10,within an hour,44,100%,Amsterdam Centrum,3,Amsterdam Centrum,Amsterdam,North Holland,1017,Amsterdam,Netherlands,Apartment,Private room,1,N/A,$45.00,,204,155.35,89,9,3,6.96,,,,0
84057,Bed&Bike SleepOnNature - free bikes,"Do you want to avoid the tourist traps, feel like a local and uncover the hidden gems of Amsterdam while cruising around with your bike? Are you looking for a relaxed stay far from the noise of the city but still want to be 10 mins by bike from the centre? You are on the right place then! Welcome to Bed&Bike, a safe haven filled with love and good energy. I (Stephi) would be more than happy to welcome you & give you plenty of tips on where to go, what to see, eat and drink. I fell in love with this city first, then with this house because of its natural light and quietness: there are no tall buildings around, a partial view on the park on the front side and quiet gardens at the back. I have named it Bed&Bike because instead of breakfast I give Bikes to my guests, provided with 2 locks and working lights (cash deposit of 100 EUR per bike required). The house is ideally located since you will have a peaceful and comfortable location while also maintaining a city presence. In this area t","I love the west area of Amsterdam because it's quiet, handsome yet full with bustling shopping streets and only a few minutes from the centre. Here, you'll find the Vondelpark and the Rembrandt Park, great shops and the best restaurants in town, street markets as well as elegant mansions, cultural meeting points and excellent terraces.",459028,Stefania,3/23/11,within an hour,30,100%,Oud-West,27,Oud-West,Amsterdam,North Holland,1057,Amsterdam,Netherlands,Bed and breakfast,Private room,2,1130,$100.00,$15.00,334,132.6,65,10,5,0.73,,,,0
91535,"Houseboat ""Ramona"" Amsterdam centre","A houseboat with a nice terras, livingroom with tv and wifi and intergrated kitchen. Kitchen has dishwasher, microwafe and electric stove and air conditioning in bedroom one. Bathroom with bath and two bedrooms with double beds. Situated on the outer canal of the city centre and is in the visinity of the Albert Cuyp market and Heiniken brewery. Suitable for 1 up to 4 persons. No smoking!","You will be staying in the south centre side of the city. It has walking distance to the the heart of Amsterdam, the 'rijksmuseum', 'Leidse plein' river 'Amstel' and 'Rembrand plein'. The houseboat is situated only a 100 meters down the street of the world famous Heineken Experience/Brewery.",494281,Michiel,4/8/11,N/A,N/A,N/A,De Pijp,1,De Pijp,Amsterdam,North Holland,,Amsterdam,Netherlands,Boat,Entire home/apt,4,32,$189.00,$25.00,0,217.1,28,10,1,0.32,,,,0
97221,Beautiful and spacious room,"Private room offered for B&B in a elegant furnished, clean and tidy apartment in a nice and quiet area close to the center with breakfast included. The room is very well connected by public transportations day and night also with the airport. The room is also provided with mini fridge, microwaves and water boiler. PLS PAY ATTENTION TO THE FOLLOWING INFO: 1) I rent private rooms and not the entire apartment, I need to live in the same apartment by law 2) The bathroom is shared. 3) There is no use of kitchen 4) For hygienical reasons and to give the chance to the guests to have more meals beside the breakfast, I supply only disposable cutlery and disposable tablewear High speed WiFi connection available included in the price. Use of laptop for guests only included in the price. There is a parking area downstairs and the price is 14 euros per day. Night and sunday it is free. I am regularly subscribed at the Chamber of Commerce. The accommodation is located in the Amsterdam Nieuw-West",,195859,Gianni,8/9/10,within an hour,59,100%,Slotervaart,2,Slotervaart,Amsterdam,North Holland,1062,Amsterdam,Netherlands,Bed and breakfast,Private room,2,N/A,$65.00,$50.00,344,0,34,9,2,1.52,,,,0
97476,"Sunny, spacious apartment near Vondelpark","Looking for a great place to relax in busy Amsterdam? Especially if you're looking for snuggling on a super big sofa, relax in a hammock or take a walk in the park; this is the place to be :) My apartment is ideal for couples. It has a bedroom with a double bed (1.40m) and a large living room, private kitchen and bathroom. It's situated in a beautiful, calm area in the fancy south part of Amsterdam, it's a green oasis surrounded by trees. Please keep in mind you are renting somebody’s private apartment and not a hotel room, this means please respect the neighbors, don’t make noise. I will make sure to leave you my house super clean please respect that and try to do the same when you check out. If that’s hard for you, please consider another place ;) Still interested? My place is ideal for couples who want to stay in a safe, clean, spacious and light apartment in a quiet neighborhood but still want to be close to the center. Situated only 2 blocks from Amsterdam's best and most cent","My street is one where a lot of families live and there are a lot of shops and restaurants nearby. I live very close to Vondelpark, cities most famous park.",485930,Rachel,4/5/11,within a few hours,141,100%,Oud-Zuid,1,,Amsterdam,North Holland,1075,Amsterdam,Netherlands,Apartment,Entire home/apt,2,N/A,$115.00,$25.00,17,223.6,46,10,1,0.52,,,,0
107195,"A'dam Centre, Bright and Comfy","This quiet apartment in a safe area has everything you need for a comfortable holiday: Private kitchen and bathroom Big private garden Wifi internet connection Bedlinnen and towels are provided Only 10 minutes from the Central Station Close to tourist attractions Tram and bus around the corner Supermarket within 2 minutes walking distance The apartment sleeps up to 3 people Please contact me if you want more info or reserve the apartment. I'll be happy to answer all of your questions about the house or neighbourhood. Best regards, Marieke",,249794,Marieke,9/30/10,within an hour,35,100%,Oostelijke Eilanden en Kadijken,1,Oostelijke Eilanden en Kadijken,Amsterdam,North Holland,1018,Amsterdam,Netherlands,Apartment,Entire home/apt,3,538,$150.00,$30.00,1,11.05,27,10,1,0.31,,,,0
107972,museums and music,"This is a 3-room sunny apartment on the 4th floor in a small building, In the bedroom there is a king-size bed. You can walk from here to all kinds of places of interest, or you can take a tram. There is a quiet communal garden at the back of the building. There is an elevator. You''ll find all kinds of shops in the street and around the corner. Public transport is very good, but the centre, the big museums (Rijksmuseum, van Gogh, Municipal)and Concert Hall are 10- 15 minutes walking. The Vondelpark also is at 5 minutes. Also, there are 3 supermarkets, 2 bakeries, several places to eat till late in the night, ATM machines in the street. There are many restaurants, pizzerias, bars and lunch rooms in the neighbourhood. Leidseplein, the so-called entertainment area, is 5 minutes walking. I have a washing machine, but no dryer. And I do the the dishes by hand You can of course use my wireless internet connection. INCLUDED: - Towels, sheets , hair dryer etc. - Tea, coffee, juice,","My neighborhood is very pleasant, mostly apartments, but also shops, small restaurants, excellent public transport, and the 3 big museums are within walking distance,",558976,Joke,5/5/11,within a few hours,108,100%,Oud-West,1,Oud-West,Amsterdam,North Holland,1054,Amsterdam,Netherlands,Apartment,Entire home/apt,2,N/A,$100.00,$25.00,62,0.65,72,10,1,0.8,,,,0
108890,Amsterdam at its best,,,563208,Jorien,5/6/11,N/A,N/A,N/A,Oud-West,1,Oud-West,Amsterdam,Noord-Holland,1054 TN,Amsterdam,Netherlands,Apartment,Entire home/apt,4,646,$100.00,$30.00,0,40.3,3,10,1,0.17,,,,0
115795,Jardin Dreams | Warm | 2 Bedrooms|Renovated|,"This recently renovated apartment can be your home away from home with: - Two bedrooms, with a real large double bed in each - Livingroom with comfy sofa, dining table and a 42 inch TV - Large kitchen with all appliances (Dishwasher, fridge, pots & pans, microwave, etc) - Private clean bathroom - Wooden polished floor throughout all rooms - Clean bed cloth and fresh towels - Fast & Free wireless internet - Check-in after 15:00, check-out before 11:00. Checkins between 15:00 and 22:00 are flexible. If you are visiting the RAI convention centre, then Jardin Dreams is the best place to stay. Enjoy the comfortable Jardin Dreams!","Modern 4 person (2 bedroom) private apartment located in the Pijp. This is said to be one of the most vibrant and cosmopolitan neighbourhoods in Amsterdam. The pijp houses a lot of interesting stores, shops and boutiques. The inhabitants of the Pijp are mostly students, (young) professionals and expats. You will hardly encounter any tourists here. The apartment is located in a quiet street, but only two blocks away from the night- and daylife. Find all bars, restaurants, shops and boutiques just around the corner. You can walk to the city-centre in 15 min, or 5 min by bike or tram. A nice and quiet place to sleep, with all the fun within a 5 minute walk! Famous places like the van Gogh museum, Rijksmuseum (Rembrandt), Anne-Frank house, Heineken experience and Albert Cuyp market all are in walking distance, or easily reachable with a short bike or tram ride.",468497,Lennart,3/28/11,N/A,N/A,N/A,De Pijp,1,De Pijp,Amsterdam,North Holland,1073,Amsterdam,Netherlands,Bed and breakfast,Private room,4,N/A,$165.00,$50.00,286,0,10,10,1,1.29,,,,0
